provinceId,provinceTh,provinceEn,provinceDescTh,LAT,LON,photoRef
43,มหาสารคาม,Maha Sarakham,พุทธมณฑลอีสาน ถิ่นฐานอารยธรรม ผ้าไหมล้ำเลอค่า ตักศิลานคร,16.0132015,103.16151690000001,ATtYBwLMEiNGEoFT01r9uPDxT0Lz3BVDU6PXS_r27fiNgmhsaHCbJE2nokBUN52NA8wGxyOjS0duL5JqomKDVOtRnMOl0zbtqSUMVPbgiQmObC9jQFvo0o5ihCHQ_JL7Gps5tC7wxXdGO0vTrQNXNf78zqROCeQcKBnvQ_7UklAqXLRACD3z
44,มุกดาหาร,Mukdahan,หอแก้วสูงเสียดฟ้า ภูผาเทิบ แก่งกะเบา แปดเผ่าชนพื้นเมือง ลือเลื่องมะขามหวาน กลองโบราณล้ำเลิศ ถิ่นกำเนิดลำผญา ตระการตาชายโขง เชื่อมโยงอินโดจีน,16.5695723,104.5231213,ATtYBwKHVjH1l62vCjGF7ODf3oKmt_22dnE02_On9C-DkwiucTOy3DdKzPlS-hLIHa4KJtBJtvaM28ltaYy_mQ0gyLFT7sroYhUoO5zNwItmwgch6kyT3PNzpu2jUxwpulVjr2HozgGukP7FJPTOPQyRsquA8eLLGyxbQ2FbMyBda044itnB
45,แม่ฮ่องสอน,Mae Hong Son,หมอกสามฤดู กองมูเสียดฟ้า ป่าเขียวขจี ผู้คนดี ประเพณีงาม ลือนามถิ่นบัวตอง,19.3020296,97.9654368,ATtYBwK986JMB7HXfVgMdgOr2Ibm9AnJ9UO105jwwwWifiKL3JYEO_2Hd5K-ge7FbEHhMhmzKNhK9VUpiA2LcM8l97CFE-gqpy8JNpPMD8VJdZ1Eqt0HiZGVBw6ZP0JQ81xHYpSdhWwdEFsOmWt3XlwvFr5FGTZTW_LXFFJoDzS-Wwaan7Iy
46,ยโสธร,Yasothon,เมืองบั้งไฟโก้ แตงโมหวาน หมอนขวานผ้าขิด แหล่งผลิตข้าวหอมมะลิ,15.792641,104.14528270000001,ATtYBwK-DVdJNglJMCORpCRcbmwReviA1-8sdsa0CzfkpwBXyXgI95ql35OAOXGcEjMZrQf88wj8BxI5pp6BjxbDTA_zW1CTYnR3yQcHJhheSdVRb76aZA-oJpQpkezJpMBvumwTMg-mUiU90lM5qezHU-9954_hPQdj3M3Mzmb2UJt2SAtl
47,ยะลา,Yala,ยะลา ใต้สุดสยาม เมืองงามชายแดน,6.5411470000000005,101.2803947,ATtYBwINULuyyIQ06b3O7ngo3byn5juwYcTB3uHABsNrr_PnJWdtisBx2x8JvDKOW5ixmfmIDlL8hlJ9vtHrPZIr-bv9M3_KkGifGf9rX41NN_nZm_gB1LR7be3qtPZug6svPJScpdhSjIYNBAP-aD_rW0Sv9r9ItFOI0X8Zw7JGNnPZ3UJB
48,ร้อยเอ็ด,Roi Et,สิบเอ็ดประตูเมืองงาม เรืองนามพระสูงใหญ่ ผ้าไหมสาเกตุ บุญผะเหวดประเพณี มหาเจดีย์ชัยมงคล งามหน้ายลบึงพลาญชัย เขตกว้างไกลทุ่งกุลา โลกลือชาข้าวหอมมะลิ,16.0538196,103.6520036,ATtYBwJoCtlASnVapvP68EqCzUfhJKgpp2Mq1Bjpj_FYtv8EwrDCzdXU2tclidSHgPFoFKRAQjrMW5TpvfZh4sGTN3oXpDc_8hwcry-wKUCgEq1VfUTam3BoQDdKYJdN2ePDJKoh9d4l9POcM3Wy4wvnJHLDZ09nJnVRAboxygy6MR42PLXU
49,ระนอง,Ranong,คอคอดกระ ภูเขาหญ้า กาหยูหวาน ธารน้ำแร่ มุกแท้เมืองระนอง,9.9528702,98.6084641,ATtYBwIJemFJon8ukBhkDDpjlHC4Ui3_2quLBCHsq7AiE5HZhv4XytHIMKrFNjqAtXXmCi-DpBBFTzND_Kuh92KvTTILqcDDxOpLRIhbfJ0_Z1RX14UuEZZ8SERtcMbGTfd3HEkXImizmnfP3kNlCekwQvof8hV-4WdZ4CcVStuO9KmAWyJE
50,ระยอง,Rayong,ผลไม้รสล้ำ อุตสาหกรรมก้าวหน้า น้ำปลารสเด็ด เกาะเสม็ดสวยหรู สุนทรภู่กวีเอก,12.707434,101.1473517,ATtYBwKghCLX6DHULotmQ1J1EXVAT9VEwps3qV61Lu_8HDMBBiAXIinCvpP7l8roeuMSUNYlpTTUzgaxMPUoVwpK_i1EV6tBSxI97EumxTxMBDTfiS1kYaZmrXwKrSkzb_lY14pseMZFUGt3OZyeegAGEUVMQ6d20M67JFKTVyOLlopy-jJc
51,ราชบุรี,Ratchaburi,คนสวยโพธาราม คนงามบ้านโป่ง เมืองโอ่งมังกร วัดขนอนหนังใหญ่ ตื่นใจถ้ำงาม ตลาดน้ำดำเนิน เพลินค้างคาวร้อยล้าน ย่านยี่สกปลาดี,13.5282893,99.81342109999999,ATtYBwLq7ZRa0ZwSYvt9Qq58A9A3p0RO7vB62WbaWUB5SfJh5XM-Ry4gF2WJv4Ubjq_S4AGwOy_rwYlLaPQ3-KBVnfWKhu5Zd_vMG6wFJXJ0aM00wv1bP622F8ZjzdEQx7XbLOjdXUQ9YaikJRfvPM50VWYSF3P6EFKMr6-ILQH8YiA7mka_
52,ลพบุรี,Lopburi,วังนารายณ์คู่บ้าน ศาลพระกาฬคู่เมือง ปรางค์สามยอดลือเลื่อง เมืองแห่งดินสอพอง แผ่นดินทองสมเด็จพระนารายณ์,14.7995081,100.65337059999999,ATtYBwLbev6DcvzrNKTWTynOxPJOtYw-GMg6RjaU2spl0YOPjeBzMrM-v1NDTZpmLl14-6Fvf6y2fJjcZF_ssHpm8dhpfEgGMJXqgY_6hP2CGzkE9jXDfQW5J3t24GE0hHGNgL14r-N30RkJyRbmk_c8FeJmXGkPrRlzLrl8IuXQwSLTFyGH
53,ลำปาง,Lampang,ถ่านหินลือชา รถม้าลือลั่น เครื่องปั้นลือนาม งามพระธาตุลือไกล ฝึกช้างใช้ลือโลก,18.288840399999998,99.490874,ATtYBwJe7lcZ6ksbLkynRk31Nad0Ytwb7oCIBNtK0AAsRrEj0oHxIfvCtB_BCotNT4ZsVOpcnKnhbxUXfr6qRYKHe-881JX8_wZ_nZZ2TseGVknX1N4HoBVHaT6acMhKQqXwr2DMNzA151YNQCYE4ljUIYtFmba0HiaUd7SPFmvMKhJFmPSN
54,ลำพูน,Lamphun,พระธาตุเด่น พระรอดขลัง ลำไยดัง กระเทียมดี ประเพณีงาม จามเทวี ศรีหริภุญชัย,18.574460600000002,99.00872209999999,ATtYBwKhPWkJPWatxcHpPLCIgxPUAPOZyRRU0miuhgVP-5INMyxG-yRwzbf04Q-qj7MqBnL1kq_IHTZcpS9_nVJ28IG5oDfb4l2FFNGHQPsms8BZZar5QRxMSB1pgABbcP21DzjR8yyvUus_kTwSsnefYAafka2UoyPg0hnrfDhj5pGPqKxB
55,เลย,Loei,เมืองแห่งทะเลภูเขา สุดหนาวในสยาม ดอกไม้งามสามฤดู,17.486023199999998,101.72230019999999,ATtYBwKWVmlSJTl9WQ0DcWcl6ysCB6qdZ35u3QkOZhHysFVrVbSPhvDMv_QtniYCRUy1Yj9pwLdZ72AOnWnvuOqG7_2bjU7x0U3tzQnYaVkJrtRDfjHxwL4QOSIyQwl7Y_K1pgbv9RJDl_Wo3GcmuD5kMaflpKBQqfpP9hTIm1P0kQJgSA3V
56,ศรีสะเกษ,Si Sa Ket,หลวงพ่อโตคู่บ้าน ถิ่นฐานปราสาทขอม ข้าว หอม กระเทียมดี มีสวนสมเด็จ เขตดงลำดวน หลากล้วนวัฒนธรรม เลิศล้ำสามัคคี,15.118600899999999,104.3220095,ATtYBwLUIHokHKInQuKEA7VG3hBI-7yNdBQFV8auO_kiTc4avY3LdQOQZwHJHzkiPtggUUf9kGUfjbJtO8oNCrejdyYi5ltnVrug_GTH5LXdxcUfGo2UNvOjK0jTCVb_cSaaKM2eOC9tAftJl5offZ8hPPg2UA_zg6dKPeG_fmCQYi0HzzTQ
57,สกลนคร,Sakon Nakhon,พระธาตุเชิงชุมคู่บ้าน พระตำหนักภูพานคู่เมือง งามลือเลื่องหนองหาร แลตระการปราสาทผึ้ง สวยสุดซึ้งสาวกูไท ถิ่นมั่นในพุทธธรรม,17.1545995,104.1348365,ATtYBwI7Az9-NQEo-gvVLzXGQmVwnMdKhsf3CQvqLfZ5seyGN4WY3JHnLt8HvYFj8dykmpQ0KFetooitbSgV5nhCMTqmpfMpKN4mGEoXXIbc54EXgq3LnkRO9L-8lZ4CmA1kQqsFIyNcOgM9asFv6pR_e4N86Ffi5F-22TvyHnzCKJMp-qMM
58,สงขลา,Songkhla,นกน้ำเพลินตา สมิหลาเพลินใจ เมืองใหญ่สองทะเล เสน่ห์สะพานป๋า ศูนย์การค้าแดนใต้,7.1756004,100.614347,ATtYBwLF61jf-kraDuX9rAxwcMcynrxwczuaym3xQ6X8sIgGH1jBQgA0i2XB5z8OHdDuQ9O-hLTB6OMjiMY4U8uPLTe_SjTl-x4Jh8fZhYVdZD2COPwoCNv1ZrFDvTHehsDVHrjUCZgLsBEpXeGnCmhkDKHxcHdxnO5cnEaepkWwWPMSXgW2
59,สตูล,Satun,สตูล สงบ สะอาด ธรรมชาติบริสุทธิ์,6.623815799999999,100.0673744,ATtYBwI1uYBKamnI8qbH7uVxoz1MTVcdNqnqiyzABXbpOAfjVuBvBcqpw5HOajHGHl9DjOCa6MIN6hU-hVTnVL__cgOKa4qUdfjOS-2_zXV_NmP0ad78KeVV6A4xyRByWwuKaQIdExAPBQoLZ0fc9EEJUQ11GnIIZd0CVhKIAwZoPJVBLJuZ
60,สมุทรปราการ,Samut Prakan,ป้อมยุทธนาวี พระเจดีย์กลางน้ำ ฟาร์มจระเข้ใหญ่ งามวิไลเมืองโบราณ สงกรานต์พระประแดง ปลาสลิดแห้งรสดี ประเพณีรับบัว ครบถ้วนทั่วอุตสาหกรรม,13.5990961,100.5998319,ATtYBwJNsH2OD-UWBJcmwdGy_t9_e5LfR5rr21lOSnsoFuMc6csxOMeW8dDs_15hjTCURnQlZWN8_Ljhk6aD-Elrx4FkcaqduJBNFWEFS88R8xJoE-hk13K3Y8acKzMq3fCg8LAVnH89iCAYAJhS3TgqJSNGGE6aMLLEsTJMeF38GWnV7Xo
61,สมุทรสงคราม,Samut Songkhram,เมืองหอยหลอด ยอดลิ้นจี่ มีอุทยาน ร.2 แม่กลองไหลผ่าน นมัสการหลวงพ่อบ้านแหลม,13.4098217,100.0022645,ATtYBwIwVsEHYzl9NElAST6ihLbpJViYNdaNsSOBPGSnCZR8-UYVVw-g-wnl_Ei2JNmANzjpZv61n0q2gCV2sZgAMihMI1riq6_rpp4msZYOJ-6SsTWHKdPMCq31syPgIIld9Nakj9mzW2Hw2hGIh77OohJXe1GAojgZvrmsK2l6x4R16ovU
62,สมุทรสาคร,Samut Sakhon,เมืองประมง ดงโรงงาน ลานเกษตร เขตประวัติศาตร์,13.547521599999998,100.27439559999999,ATtYBwLz4Yny7l8UQSA5zxctNjnUFaAptI4NjcYaAoyDVFLnNYKlvCqdyLgDHueNzSdhTd2H6O_7wMH0VZRxd1w4dDUN39AZUuO36X54wdqXKMOqWVyDtAfK2LshQngQP1liBODhyv4mMtBdXhtioU2NH6duo8J2cKC3SCXFA6c023GKCx4
63,สระแก้ว,Sa Kaeo,ชายแดนเบื้องบูรพา ป่างาม น้ำตกสวย มากด้วยรอยอารยธรรมโบราณ ย่านการค้าไทย - เขมร,13.824038,102.0645839,ATtYBwJFIc2c3h1hVHwxZH3jdp2CVOXbk5ZEwn4UW9PYsn8FcKxplHDkTEfwd6OkmD9hu11GWrpxbSy2Atj34tEyRRFWDg6eusV6fXkykLHIq4mmy1feR3KzGPk8T-dzqSfHYTLvTWTKbI_3MHUFLC0uAFdjEsHSjG5TTFz9eKJGulKAQ9W7
64,สระบุรี,Saraburi,พระพุทธบาทสูงค่า เขื่อนป่าสักชลสิทธิ์ ฐานผลิตอุตสาหกรรม เกษตรนำล้ำแหล่งท่องเที่ยว หนึ่งเดียวกะหรี่ปั๊บนมดี ประเพณีตักบาตรดอกไม้งาม เหลืองอร่ามทุ่งทานตะวัน ลือลั่นเมืองชุมทาง,14.5289154,100.9101421,ATtYBwL0caXw124I86AdYj33vN2uFL2321oXHJjlyk0MjbEHcwl-pvikMlajprW_S-eOBAuimf77zpeLAD8LHMloDZ6S6mvXN65Ojd2ffz-Gj8w8Z6kvZ3CyDTiwqkcRtTFvviDFtNCfrwayPQHijsxaVP3Jhs9Fz_NQY72gi3Fb6gqj4G0J
65,สิงห์บุรี,Sing Buri,ถิ่นวีรชนคนกล้า คู่หล้าพระนอน นามกระฉ่อนช่อนแม่ลา เทศกาลกินปลาประจำปี,14.8936253,100.39673140000001,ATtYBwIHeJ7O9r7LqlsIUD_o6_4njyq3XRfe6x0ducqCtGx8tif6TE9mEavhBHwa072XcxzuZDYp31s5HivWrotrUCunwEKi1FcC-FUwKlOXycZYvWeWcPIwK6eY4U-dzkn1OQ8cROhIWFp1_X-CN1BiZJKzaaqu85cffnVjigDIRm04tksj
66,สุโขทัย,Sukhothai,มรดกล้ำเลิศ กำเนิดลายสือไทย เล่นไฟลอยกระทง มั่นคงพระพุทธศาสนา งามตาผ้าตีนจก สังคโลกทองโบราณ สักการแม่ย่าพ่อขุน รุ่งอรุณแห่งความสุข,17.0055573,99.82637120000001,ATtYBwIFy1c1mnwW3vB92FUrC8cyklIHS84bIKHJHlbiTHx0UIG-ITKUuhpST6Oh701NlSI8kfiJfak32r1GakdYJ9IaNgwWXVvD2dUfKR3v9CaiJ0wGPYzBnH6BTnRcRYni-z09iwZ1of0dXTiDcp3fVegMAN7yL93lsNffdin-tNG-RE6O
67,สุพรรณบุรี,Suphan Buri,เมืองยุทธหัตถี วรรณคดีขึ้นชื่อ เลื่องลือพระเครื่อง รุ่งเรืองเกษตรกรรม สูงล้ำประวัติศาสตร์ แหล่งปราชญ์ศิลปิน ภาษาถิ่นชวนฟัง,14.474489199999999,100.1177128,ATtYBwLkzPdu0ap0jZA26lX6AbefFolsSOSC3qD7nzUcAD9lluosPBZcBAjaIXY5Un8EIZzI0JlemNHeff999CQ1OXWJQWol3nAToI9xuF6PWU3NiAQfzecyCiOm273yWzU4UHW4STxOcR77VNq1by45wErFvvCaewZpapFyWJmKlxItec_k
68,สุราษฎร์ธานี,Surat Thani,เมืองร้อยเกาะ เงาะอร่อย หอยใหญ่ ไข่แดง แหล่งธรรมะ,9.138238900000001,99.3217483,ATtYBwIQZ876Id9pJANm8L53EAaPIwd3tKaKqn9O6IJCYZkvw5dpuWddQ8lI6Re5kOil8HsMgVjSrS8G8ZXLq2DmNKano9BZvTGforfozD8TihijJWn3mwR5UgTaY8JJISw52D29LZMLBu0rL1zUPXAPI4ZkYJt9O0gWDasTi22JpsQzYUop
69,สุรินทร์,Surin,สุรินทร์ถิ่นช้างใหญ่ ผ้าไหมงาม ประคำสวย ร่ำรวยปราสาท ผักกาดหวาน ข้าวสารหอม งามพร้อมวัฒนธรรม,14.882905,103.49371070000001,ATtYBwK04fQE6rHeY4sN310QF6DyWCZxpCzLMWI8fXiqZmpQVldzE7KpYM-txclxcE8NPTqS1PzNm4fzP4-hlnn-26enYwQLyf40jz0SOHa7X5SQ15-dSWiTHEXs3gyCmOz8XwtkvMYYZl9FfiMQ-S0aDYH9HUJpA5fiHqYXf9i-7uiXRgz1
70,หนองคาย,Nong Khai,วีรกรรมปราบฮ่อ หลวงพ่อพระใส สะพานไทย-ลาว,17.8782803,102.7412638,ATtYBwKvssHNsBpOU377FUDAOx3PiH7F-V_EAHzepIkxC4u5vwABYiwL2UBJb0TpTaY2TdMP8hwIAGE7VXuLgkmyq3T-dbeQL-t8CcupAqnF-r0cUADagkojOleOQiJJaaZWBbVJUiZaADBp9oB1_WOxWACwVs2HqQAlxcvbm9YVCbi2h3cN
71,หนองบัวลำภู,Nong Bua Lam Phu,ศาลสมเด็จพระนเรศวรมหาราช อุทยานแห่งชาติภูเก้า-ภูพานคำ แผ่นดินธรรมหลวงปู่ขาว เด่นสกาวถ้ำเอราวัณ นครเขื่อนขันธ์กาบแก้วบัวบาน,17.2218247,102.4260368,ATtYBwLvRw7uTVX_4yk6CER1X38_9JzD5uFKqx6lAY2veP-kbfCa-VJFsuSXbdm9X8XcQloPMju38LJg0xnmJhpd6B8ZEHme8cXBk3imygB0PtB3NHfVb6f-oQka_RwswIcXz9-10iuw2GgAV2zy_FJFJi32OL0c7qs0vYXiIqAWQK1bU_8-
72,อ่างทอง,Ang Thong,พระสมเด็จเกษไชไย หลวงพ่อโตองค์ใหญ่ วีรไทยใจกล้า ตุ๊กตาชาววัง โด่งดังจักสาน ถิ่นฐานทำกลอง เมืองสองพระนอน,14.5896054,100.455052,ATtYBwIvb-9B5MvdjasBC8E_9CjJ8J7VmiGmHEb0SUlAlOABAUzT9u_hzKkKt1KFui23fa9aNnGoMXVAT_WBWCnhQU8OWq_YBuqCxrTGWDcctfdFWr5Y0P3kpMMZyP0frJ_Uj1VopnLXRYF0TC56AcKEBQgUDqRUQeu-loIKV6ucFEFs6Kgb
73,อำนาจเจริญ,Amnat Charoen,พระมงคลมิ่งเมือง แหล่งรุ่งเรืองเจ็ดลุ่มน้ำ งามล้ำถ้ำศักดิ์สิทธิ์ เทพนิมิตพระเหลา เกาะแก่งเขาแสนสวย เลอค่าด้วยผ้าไหม ราษฎร์เลื่อมใสใฝ่ธรรม,15.865678299999999,104.6257774,ATtYBwKHSPE-pG5JvbUIh7to6RrzVG_1PRPRwgt9iIL9YAFaAT0fBLnZNaUxD2Lko7_178BBh2QEQDD0Dk03Oz88-v6iDOzxPP0zqGC02bixxWuQktvz1-2pLfbghIwoiqt6Eu10Byfg0pV1_GYY2SWFUmqW2vhuN87wpEI5iVNTfMBvBOda
74,อุดรธานี,Udon Thani,"น้ำตกจากสันภูพาน อุทยานแห่งธรรมะ อารยธรรม 5,000 ปี ธานีผ้าหมี่ขิด แดนเนรมิตหนองประจักษ์ เลิศลักษณ์กล้วยไม้หอมอุดรชันไฌน์",17.4138413,102.7872325,ATtYBwLYTd12kkfy5HEYzEaImRCd3LadL-E-rDDYp1bI5Lsahq0BdmirBxh0EZHdXYqqp49osMg-T_Mv25sPd53EbfUEJbw8qOj4eS5zTH5u4VlMIkKHubVA8daGRhfXh_j6HhjwbVnVrkRCOWJczbYzaUBm73WAzLoZyVSXA0Yl153yFyGd
75,อุตรดิตถ์,Uttaradit,เหล็กน้ำพี้ลือเลื่อง เมืองลางสาดหวาน บ้านพระยาพิชัยดาบหัก ถิ่นสักใหญ่ของโลก,17.620088600000003,100.0992942,ATtYBwIrfPeF1MI9ujlqaLQBXRg4BcNeYzNTWHEgpsU78QSQOQVYppMj6QEvF38QHjaPfdE3A_rDsbbcbdHrV8saSwApMYiv1WI0kFDEkab76w8BQeqLVmtSG0FntGwouTRy-vJ-iGX5ZtzyIQ5qhyzC9xhI98STnje13KkO-tZXlFrgZvzq
76,อุทัยธานี,Uthai Thani,อุทัยธานี เมืองพระชนกจักรี ปลาแรดรสดี ประเพณีเทโว ส้มโอบ้านน้ำตก มรดกโลกห้วยขาแข้ง แหล่งต้นน้ำสะแกกรัง ตลาดนัดดังโคกระบือ,15.3835001,100.0245527,ATtYBwIwQVeBsRWrCKGouOjqmQwxgBPIb-8AG9KwJrT2RHSpTsDK7-ayhzas9lrmJQyX3UQFyIhw4-REYLPa9Oiyn4lCOjgK0ZTJXAe9V18LJ87WNfHnHSosWXMcUpf4vNByrWniIi10YOqnuwoKSxZRj3oMMuJXKyE4ciFvvq3tn0d77Fem
77,อุบลราชธานี,Ubon Ratchathani,"น้ำตกจากสันภูพาน อุทยานแห่งธรรมะ อารยธรรม 5,000 ปี ธานีผ้าหมี่ขิด แดนเนรมิตหนองประจักษ์ เลิศลักษณ์กล้วยไม้หอมอุดรชันไฌน์",15.228686100000001,104.85642170000001,ATtYBwIFtjUdtXwg-ZUodJK-V1T1kh0GhAk859iDzo8mo8zcCVi_uezQQAsLuYQrucXjVimQ5JaSrEteUxu5b7TdQe-OqoqIqeK9eldqfLKJZLg1z54MhX2BgU3UDlrWou30J8kekKdB_DeNEHXBWg2iGtz4AaJLx9n7wmlvGri18O5H1RVX
