Thread_id,Thread_index,Index,Word,Label,LAT,LON,provinceEn,provinceId
37019382,27,151,เวียงจันทร์,LOCATION,17.975705800000004,102.6331035,Vientiane Prefecture,
37032293,28,22,กรุงเทพ,LOCATION,13.7563309,100.5017651,Bangkok,1
37032293,28,111,🤦🏻u200d♂️🤦🏻u200d♂️🤦🏻u200d♂️,LOCATION,,,,
37032293,28,184,เจริญกรุง,LOCATION,13.7163801,100.514161,Krung Thep Maha Nakhon,1
37112144,29,19,แพกาญ,LOCATION,14.418399,99.129848,Chang Wat Kanchanaburi,3
37112144,29,38,เมืองกาญนะจ๊ะบุรี,LOCATION,14.0693092,99.3972869,Kanchanaburi,3
37112144,29,728,ร้านดาดาโรตีโอ่ง,LOCATION,14.292876500000002,99.21979379999999,Chang Wat Kanchanaburi,3
37112144,29,810,เมืองไทย,LOCATION,13.786477,100.5746,Krung Thep Maha Nakhon,1
36978860,30,200,ญี่ปุ่น,LOCATION,36.204824,138.252924,,
36978860,30,251,ญี่ปุ่น,LOCATION,36.204824,138.252924,,
36978860,30,264,ญี่ปุ่น,LOCATION,36.204824,138.252924,,
37054870,31,29,กรุงเทพ,LOCATION,13.7563309,100.5017651,Bangkok,1
37054870,31,34,จังหวัดอุบลราชธานี,LOCATION,15.2286861,104.8564217,Ubon Ratchathani,77
37054870,31,51,ไทย,LOCATION,15.870032,100.992541,,
37054870,31,101,กทม.,LOCATION,13.7563309,100.5017651,Bangkok,1
37054870,31,226,กทม.,LOCATION,13.7563309,100.5017651,Bangkok,1
36947586,33,18,เกาะหลีเป๊ะ,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,160,หลีเป๊ะ,LOCATION,6.4885717000000005,99.3048959,Satun,59
36947586,33,169,ไทย,LOCATION,15.870032,100.992541,,
36947586,33,175,ศูยน์ศิริกิตต์,LOCATION,13.7240492,100.5588048,Krung Thep Maha Nakhon,1
36947586,33,515,ดอนเมือง,LOCATION,13.9254892,100.5923206,Bangkok,1
