Thread_id,Thread_index,Word,LAT,LON,provinceTh,photoRef
37271619,2,ชุมชนบ้านท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwKV86OHZEtsVRRI8lT2XtUiPwkzf5cKDbdBR6T8j162op96164dthHTjtSrkjz37mvS-uBbvxwa2O_gcr4PYdjy-gg9sXZwUKRSpJ-usz42DuHvZ32pVdU51Tup-6IKBXCLiUNLBgBbv5Xjr83opNluzKhpZomUNYyaXpwLID4z0OHF
37271619,2,จังหวัดตราด,12.242756300000002,102.5174734,ตราด,ATtYBwJdNDaG1ydQdYzvnFn-fuPGidXBkmcoAmJE7BJVjm1EepLOKoi2Mh-sC7AFpbESJ3njQKrrVkq_U4iix2Nzdpxoi43yeyxGM_yHIY-R7epAxKvmCSr3Jk9Lmfy4O_rtuQb01mh_NqWPvbaA1lQxTeo5bYR7a2vSb73yXn-0_y-QL3X1
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,บ้านท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwJoyVAeC6niL6lybN-h8EHZhRgRTjTWPqgxlp_nMArzahQLNTSOzLqocFhXR60Q6-C7eelIMsisBWHsN5DBKqc_8Bsh_yqqo6NCwEZl9VWv9_YbhgmEYQkfKRXH18El5VGha3XTcmhq6ul1MJvpPzmWZkgawNpgLuzFh4B8gcBWljRf
37271619,2,ท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwI8VLL3tRu9ws2UtsBcFUgYCqyZYB0WNULZp5mZBiSAfWTEX5sA3kb5Hj43Vmo5O5gBvzs80i3ItFNKE5e048d2pk5hl7WrtjPw5RnyYNsuR94TwnhKOZ-aL0iXkVHzVEhc1QoEgA6dIbMiU3VKt-hbhrP5Jz868_YZlrYWFedwm3UA
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,ตำบลท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwJRY4-cpOFr5RSD8T3tBqdn_hZBXAJ0FLmHlDtL_hSfLv4jdWPa69mUqZ2OtdGwhPhamyCs-4GDuDF0K9yDeMtYdCq6cRE8hLmAebx7dX4NFiEcCB28Lf3P10GThb5UzXTgk34Kullh1L6TmrshlrvYRTnbiUjmroaekK643-Pk0yVk
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,บ้านท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwIgZj_UhBU7JIjNrZ3Jq5TECrVP54efQc1M8QfUhsf9u8Rf8fAfH2367pHDmoK25EpH6_Ummp59G44hOJL0CAz192Ix90F6XalK_EuNoZFMgYaZKd5TGnYBObq290WbFWxll2NpEGvOepvVIny-eDP1Y0fb9val-Vf8zuSl9DydB4zf
37271619,2,ลานตะบูนนนนนน,12.1858148,102.5566505,ตราด,ATtYBwKvNjwRfVjxKLP_MfxVAe0KY1990lpOHUnqTVLTZZY4wsdYQ3EnH68o3AWt3SfUnipK_Rz-zKOYHeHABI00PvHQ2_m4uWpVKdhS5a7oPsEfhyt4kohx9kqJrrqaFP5h2_hz9O5baoYqbOHCasWSwoSj-jJweP2dps9PAoNxZwB5_24t
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,เมืองไทย,13.786477,100.5746,กรุงเทพมหานคร,
37271619,2,ลานตะบูน,12.1858148,102.5566505,ตราด,ATtYBwIuRk3IsLNsBvZRt6hx8ZkZ6-dQBWEwH-V_Y-JbyjJXVigJPdiXk-wv5N2Cs4a9FJ4FkxsbzrkVi4Rj-phY9h6b7UeBxI1-g73jKE7Aqm68LcJrEJk4HQr7BjFJALZISovuneWmZk4I7vphU2-DJgeMZpm4pG_K8XDdMUwXFYSONGI6
37271619,2,ตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIAarzs3737YG3orJZOgZDNAQ2W1e5Oam03Z4UxIxkurGS_2owlh76gOSD9xYpJIBRQ-urtx86JUR2VRx8GAI0g5ViyguUGMFm5olAnQQpFOHlUWb8eiTfIcbQxbSOBuzvDRKzZ223QIN2b-TwtpsVt85D-QCDVcne6IR5j-IQXWojZ
37271619,2,จังหวัดตราด,12.242756300000002,102.5174734,ตราด,ATtYBwJdNDaG1ydQdYzvnFn-fuPGidXBkmcoAmJE7BJVjm1EepLOKoi2Mh-sC7AFpbESJ3njQKrrVkq_U4iix2Nzdpxoi43yeyxGM_yHIY-R7epAxKvmCSr3Jk9Lmfy4O_rtuQb01mh_NqWPvbaA1lQxTeo5bYR7a2vSb73yXn-0_y-QL3X1
37271619,2,ท่าระแนะ,12.1859289,102.556661,ตราด,ATtYBwLId5RE8FmSpsj3PL29GfI2v6uPXqSNciDm1zpsXqklj1luNEnFtkgEqP1iOCnrAUE8Iy5vLNUWp-ixmi5eEblRMubRMMac6nH0SAC30JWDB_Jn97kZxBHDqUay8nyfCbUy3iZn3KgVX53TfHQjcju9_TKQUsI3rubmLPLDGNUlkAA2
37271619,2,ตำบลหนองคันทรง,12.1838528,102.5412761,ตราด,ATtYBwLP9JxUdmNL0JyziiCtyclzde1gHwcQmb2MWnPzS8xbPHW45TP92yAP4yFmM8WI8XDYZbQCXWT2Rn1sQpYat35zRWkk7eyOyoa_CxuWOX8LcERReP6sQ6prbY1Rz2orQ6qJz_wemMhz9OFZdv3wWdOYOkOfrJ0hyx6Q8XKws2uT27dL
37271619,2,วัดหนองคันทรง,12.193369699999998,102.5333258,ตราด,ATtYBwKVgcu2sKi3ECiafjOkjNvCA0d1YAWPZuKilej8IBrg3Vu1spbA4rCIf2M3A-QTR4Klq3dzBtHZyX3Lx7wssNuAq8TSG3BY2q_TprebwPdATa0BxnVEdW72n9I41CXZcXk3GfxsU5RgxUMMLcPmPje3dGRxhQi_PVLPyzWzk7VJ73kV
37271619,2,กรุงเทพ,13.7563309,100.5017651,กรุงเทพมหานคร,ATtYBwLS3Besf7b0cfI0RJ17JjeqCukNUBxI-jWZ44GFUNJIHtYAyzxWHchRP3QDA-oAXgkguzPA0-oX5cPhz9x4KXEGNN7yQHOw_IbkD6vUAbrXCfvmn7GXI498wGZqPywMip-ceYOL63_qZYhdxM6ZwVtv2gBG4rpHcADUL_ZgGaqsTH8T
37271619,2,ตำบลหนองคันทรง,12.1838528,102.5412761,ตราด,ATtYBwLP9JxUdmNL0JyziiCtyclzde1gHwcQmb2MWnPzS8xbPHW45TP92yAP4yFmM8WI8XDYZbQCXWT2Rn1sQpYat35zRWkk7eyOyoa_CxuWOX8LcERReP6sQ6prbY1Rz2orQ6qJz_wemMhz9OFZdv3wWdOYOkOfrJ0hyx6Q8XKws2uT27dL
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,ตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIdggODpV26zYfX4ahAtOjV0YsXQOdzkirMDrygaAgm2omHJv7FpQ1LWkHrqFPPagpOtPxHlKWArSX55kJLztZ8TIsfw_PErIxe5IKsudsvggldiUtD5NVtf-_BQ35uCZ5AnR-3AU0g94VEAr2UuQxH5uT4uwAmYYKi06ScSETBBJbd
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37271619,2,ชลบุรี,13.361143099999998,100.9846717,ชลบุรี,ATtYBwIgttU-QNsfi62xcmAVTpYtvnpbgfKYVKd0M-JlL2yX99SxjTv67Isc2hLoZ2-UXNFWUwX5QZt5b786zAwBJLYnRLVxvFU1I2HlQfJHkBPiXOnBAwPQyWBxcEHTWwqONnQTCcjsG6BlwacOQwt2pUWlk5CiqgjLTl8qH2vtpmKFQzjO
37271619,2,ระยอง,12.707434,101.1473517,ระยอง,ATtYBwK9GdSUunC2eK7QT-xueYQNwErw98JlYg7i1nhYnAoU_axX7nMS1EC7Vq2a9wb13dmtQSymC9Pp1Nvrf-C86DZeH2XH9tUJJVPS_Y1J3TbK1plJkj29jKKNYZxGKqtOwGv5MY4qbU50NIughZ7r6IttH4fkKv3fOPPaLKyUiXVG20a6
37271619,2,จันทบุรี,12.61134,102.1038546,จันทบุรี,ATtYBwJv4nCGXtlh8zauj7xmppVTtXxrXkAew7ojlubHKE6VsDkDS1kc6sdI4PPlKc7GXuYohPodk4AV8FA7wRli7jX9hm_sh7r57kI-EPMFp2bn_yFFfydFCtSbTQ2ls5y2hFYwjDvR3-cU2uWOd1pYK2x0MMN9dDhlDQCQNySaGQK12TB4
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwL1ULkZsTEdAxNrw2jxuxnxvoAnFDpE_ya3rEk2MSj9qo_piP7MeqRL6u6MafFeSzh_qtiPCswX2y5kFB5wNpEBg5QHfXHkT1hRLS-LkqVIjxFriR_ZiF2DkhPOqWnNJJ86fqufUzlM1v7z5N1lxPHv39ZIpaTh0O_hEQXM5kcv_Rpq
37271619,2,ตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIdggODpV26zYfX4ahAtOjV0YsXQOdzkirMDrygaAgm2omHJv7FpQ1LWkHrqFPPagpOtPxHlKWArSX55kJLztZ8TIsfw_PErIxe5IKsudsvggldiUtD5NVtf-_BQ35uCZ5AnR-3AU0g94VEAr2UuQxH5uT4uwAmYYKi06ScSETBBJbd
37271619,2,เมืองตราด,12.242756300000002,102.5174734,ตราด,ATtYBwIyOCDbhBxFt0KdgfNEbH7kHMfswlvK_zRNBagcK2RCYAqkdiiSp2IVHgHiC-dL6KbY00P7JCAoZUbI16twDvc1PueKa11IwisPaf3iJpOa-izzEY8vtVk8gUSbzdjV_KR47_6zcg8yRpCFEfEwlT-7UqLdJFwg2Zgj57f7FSFoSFbK
37284754,3,จังหวัดเชียงราย,19.907165600000006,99.830955,เชียงราย,ATtYBwL6L4p__FxhztQi4HmyAKYysl41Ro8XyezcutbrhdPBlYTik10Bk5Z9E4JI1FsyEnlyfirS7z-mnSWju0V6z-5ZEM_3ZBVYLWZDved4PCACssWpJKurua6ulwxVJFm3Iua5j44URMX0BK9SUnix79iCRP3HbC09b1XplTEwc6oTQho4
37284754,3,เชียงราย,19.907165600000006,99.830955,เชียงราย,ATtYBwJuvHF5b9pneSbvXlHDamf6wlDE9ygB1tEVAgurKhgJXxiJ7k64wUgxXTPCpXvcmhC5YN7Dqr823L6KKASt2X5cMmJwoNFVOL_UiX6cEsxZWFuR74CN8tQGohaxgyseo5rqmDbQzRU8LeuzQE0cFUyzmCSkwLp36ASw5REK78qKxNtX
37284754,3,สนามบินสุวรรณภูมิ,13.6899991,100.7501124,สมุทรปราการ,ATtYBwLBd3zZyIHk6jAxS2D1oZbNbXuVWIzpswh3tvYPjxCzsvz_c3hyOBwPtyRuv-EHD4apWB98WP_xwqdKkp6aUi3C6RGnoloo9_66tlPO81Qgnpmwfm4TilU82qJUEeORm3SsS1xcJgBRmeRTFEVb3cgyQ2B5nTCZFf-KeviSzvqdbK8q
37284754,3,สนามบินแม่ฟ้าหลวง เชียงราย,19.9542835,99.8791495,เชียงราย,ATtYBwJ_Y3HbpZ9O9grFBhCEoVMhBZoUkfQ-D4amX1whrVF--4p3Er2RS3T9P9CzkYXQss65d3WPKEJE2SBpvqu7-qExCpDUpVki45Gvg9zIRUzjO0u6C3rIL0lemWpyiHEwjMmqmhQGlLpvN-pC1jrkw7479bFixcwg4yua9zBQFtHWqyRw
